emp_no,first_name,last_name,gender,salary,dept_no
283991,Leon,Conia,M,41663,d003
284010,Maia,Danley,F,40000,d004
284028,Gererd,Engberts,M,40000,d008
284030,Geraldo,Alvarado,M,59408,d009
284056,Tze,Ambroszkiewicz,F,63252,d005
284067,Radhika,Gruenwald,F,40000,d006
284073,Kazunori,Marakhovsky,M,59095,d004
284081,Deniz,Kampfer,F,78101,d007
284087,Anoosh,Sullins,M,54645,d004
284088,Katsuyuki,DasSarma,F,40000,d005
284091,Jianhua,Kranzdorf,M,40000,d009
284099,Masali,Gluchowski,M,45170,d005
284108,Jinxi,Kalloufi,M,40000,d005
284118,Toshimo,Lorho,F,59948,d005
284146,Jouni,Peot,M,71644,d004
284152,Katsuyuki,Acton,M,58604,d005
284155,Xiping,Puppe,M,40000,d004
284156,Nechama,Ananiadou,M,40000,d005
284163,JoAnna,Cromarty,M,40000,d006
284178,Zejun,Lung,M,49810,d004
284184,Sahrah,Pero,M,49906,d007
284195,Mona,Bouloucos,M,41771,d007
284196,Parto,Krichel,F,40771,d005
284198,Fei,Miake,F,40000,d002
284203,Subhankar,Weisert,M,55573,d007
284204,Uli,Lienhardt,M,58417,d002
284205,Valter,Falco,M,45523,d005
284210,Dante,Weisert,M,49216,d004
284228,Fuqing,Pelc,F,77557,d007
284234,Yongmin,Rullman,F,48537,d008
284243,Pohua,Chorvat,M,73042,d005
284248,Uta,Thimonier,F,46642,d002
284250,Munehiko,Baby,M,40000,d005
284253,Shrikanth,Papsdorf,M,40000,d004
284264,Kayoko,Jarecki,F,47899,d005
284265,Christoph,Lubachevsky,M,67627,d007
284278,Katsuyuki,Leppanen,M,46725,d008
284304,Nirmal,Malabarba,M,40000,d008
284306,Katsuyuki,Birrer,F,40000,d004
284334,Alper,Stifter,M,76952,d005
284336,Yechiam,Gornas,F,62423,d005
284343,Jeanne,Velardi,F,47307,d005
284359,Shaowen,Warwick,M,63154,d008
284360,Kwun,Sommen,F,49745,d008
284385,Xiaocheng,Marletta,F,67060,d007
284386,Kinh,Slobodova,M,40000,d009
284391,Berto,Bennet,M,50438,d004
284393,Ronghao,Passafiume,F,40000,d005
284394,Collette,Fontet,F,44523,d006
284411,True,Lorin,F,40000,d004
284423,Sudharsan,Szmurlo,M,68726,d007
284449,Berna,McFarlin,M,55890,d002
284454,Ravishankar,Leppanen,M,43766,d006
284457,Eric,Luders,M,54398,d001
284459,Souichi,Waeselynck,M,53462,d004
284465,Aria,Rosiles,M,73986,d005
284474,Mona,Petersohn,M,78001,d001
284492,Armond,Birsak,F,74457,d007
284516,Anyuan,Borstler,M,40000,d005
284529,Berry,Danlos,M,40351,d008
284530,Almudena,Borstler,F,47670,d005
284538,Joydip,Leaver,M,40000,d006
284546,Sadok,Ouhyoung,M,46672,d004
284559,Danny,Sooriamurthi,F,40000,d005
284560,Adin,Valiente,F,54947,d007
284572,Piyush,Luan,F,41232,d003
284573,Fei,Siksek,M,40000,d005
284579,Paddy,Kambil,M,40000,d009
284580,Sreenivas,Quittner,M,40000,d004
284582,Cullen,Gils,F,49122,d003
284584,Suvo,Wegerle,F,45234,d005
284587,Basil,Siegrist,M,61169,d008
284589,Ult,Kaiserswerth,M,40000,d008
284592,Angus,Montresor,F,51408,d009
284593,Torsten,Merks,F,58869,d002
284594,Sahrah,Rouquie,M,55783,d007
284602,Bojan,Champarnaud,M,63324,d001
284603,Zijian,Besselaar,M,40000,d009
284617,Zhanqiu,Pell,M,49318,d004
284622,Deborah,Worfolk,M,73808,d008
284627,Werner,Itzfeldt,F,40000,d009
284631,Alois,Kieras,F,40000,d002
284635,Hongzhu,Rodite,M,48333,d005
284637,Odoardo,Avouris,F,40000,d003
284652,Pranas,Compeau,M,48025,d005
284654,Becky,Decleir,F,52541,d005
284655,Mohd,Nanard,F,81668,d007
284657,Ipke,Chaudhury,M,82104,d008
284662,Mrinalini,Schahn,M,40000,d008
284669,Genevieve,Tagansky,F,59539,d006
284674,Krassimir,Monarch,F,80240,d007
284696,Rasikan,Basart,M,45787,d003
284705,Gila,Anandan,F,40000,d004
284714,Sadok,Mitchem,F,40000,d005
284720,Heping,Falster,F,55593,d007
284728,Aris,Legleitner,F,57709,d003
284730,Harngdar,Constantine,M,40000,d008
284746,Torsten,Dusink,F,40000,d005
284748,Jayson,Ozeki,M,62458,d001
284752,Aemilian,Schaad,F,47290,d002
284758,Odoardo,Krichel,M,73021,d007
284762,Chinho,Akiyama,F,62248,d005
284783,Shahab,Assaf,F,40000,d006
284786,Wojceich,Piveteau,F,44378,d003
284802,Dinkar,Heystek,F,67361,d002
284809,Tru,Danner,M,76478,d005
284818,Aron,Lortz,M,40000,d005
284830,Stafford,Luff,F,77650,d007
284834,Doowon,Rohrbach,F,40000,d009
284847,Shugo,Seghrouchni,M,40502,d005
284851,Valter,Genther,F,40681,d006
284859,Alassane,Krogh,M,59876,d004
284874,Vidar,Langford,F,64425,d005
284876,Kwun,Lorys,F,55392,d005
284883,Pohua,Marrevee,M,40000,d005
284896,Tsuneo,Mateescu,M,55879,d005
284905,Bingning,Koshino,F,62091,d005
284910,Uwe,Streng,M,76468,d001
284935,Shaw,Sadowski,F,43926,d004
284947,Martial,Vidal,F,78111,d007
284965,Kristof,Camurati,F,52131,d004
284978,Toong,Conta,F,58344,d007
284990,Froduald,Theuretzbacher,M,63447,d007
284991,Morris,Reeken,M,55830,d002
284992,Toshiki,Schaft,F,60257,d005
285002,Turgut,Ranai,M,42271,d004
285015,Gudjon,Tetzlaff,F,60443,d004
285017,Hideyuki,Tibblin,M,40000,d004
285025,Otmar,Kuszyk,F,41133,d009
285057,Georgi,Edelhoff,M,54354,d004
285061,Babette,Baja,M,54939,d007
285065,Adas,Hitomi,M,48100,d005
285068,Genta,Felcyn,M,40000,d005
285077,Berna,Hofman,M,71086,d004
285085,Jouni,Rosch,M,42672,d005
285087,Masako,Badache,F,70724,d007
285097,Serap,Shiratori,M,40000,d009
285106,Cedric,Siepmann,F,40000,d004
285127,Marla,Lindenbaum,M,50351,d002
285137,Bluma,Ohori,M,66028,d006
285146,Sachio,Birke,M,54308,d009
285150,Zejun,Chinal,F,62358,d002
285158,Manton,Feldhoffer,M,40000,d009
285161,Lihong,Sommer,M,49682,d005
285165,Peer,Rajcani,M,40000,d005
285178,Valdiodio,Stanfel,M,40000,d006
285189,Yongqiao,Roccetti,M,71015,d004
285193,Ayakannu,Luga,M,40000,d001
285203,Domenick,Hasenauer,F,47632,d009
285207,Charmane,Seuren,F,55941,d005
285216,Maria,Motley,M,40000,d004
285223,Alois,Pusterhofer,M,57188,d004
285226,Adib,Schonegge,M,40000,d006
285237,Barun,Sgarro,M,75921,d004
285243,Lakshmi,Vieth,F,52052,d001
285244,Suvo,Kaelbling,M,40000,d003
285256,Ayonca,Brendel,M,57782,d004
285268,Berto,Valtorta,M,57369,d005
285271,Marjo,Esteva,F,52101,d004
285272,Herbert,Aseltine,M,52117,d002
285294,Sorina,Kitai,F,56537,d004
285297,Huai,Czap,M,40000,d006
285308,Domenico,Miake,F,85766,d007
285326,Adit,Chenney,F,47512,d003
285331,Kagan,Winter,F,40000,d005
285342,Nevio,Velasco,M,41451,d004
285345,Gennady,Peak,F,47229,d006
285348,Jianhui,Bardell,M,40000,d004
285393,Carrsten,Kaelbling,F,85416,d007
285400,Aluzio,Pollock,F,45572,d005
285416,Pranav,Nivat,F,44361,d003
285417,Taizo,Talmor,M,40000,d009
285429,Amabile,Kavvadias,M,40000,d005
285437,Toshiko,Jumpertz,F,55969,d008
285442,Christoph,Benaini,F,69607,d002
285470,Gill,Turnbull,F,50475,d007
285491,Oguz,Conia,M,67022,d002
285494,Goncalo,Reeker,M,40000,d005
285513,Adin,Kamber,M,40000,d006
285514,Bikash,Azevdeo,M,61343,d007
285523,Woody,Picco,F,40000,d005
285524,Anoosh,Gimbel,F,90267,d007
285534,Tran,Kulisch,M,40000,d003
285551,Zita,Erie,M,76269,d007
285554,Ziyad,Brandsma,M,40000,d009
285559,Sanjai,Boguraev,F,57702,d007
285560,Shigehito,Barinka,M,47843,d005
285564,Niteen,Schwartzbauer,M,40000,d004
285565,Shigeaki,Schonegge,M,56659,d005
285572,Huiqun,Monarch,M,40000,d005
285592,Kensyu,Beeson,M,40000,d003
285609,Tetsushi,Uludag,M,68011,d007
285622,Venkatesan,Speek,F,69482,d002
285623,Kenroku,Haraldson,M,73476,d001
285627,Dzung,Foong,M,55352,d001
285637,Surveyors,Crelier,M,61826,d007
285641,Naraig,Reghbati,F,61473,d003
285643,Dulce,Rusterholz,F,64562,d005
285644,Duri,Schnelling,F,40000,d004
285649,Gian,Ranai,M,48375,d004
285652,Tomokazu,Gewali,M,88144,d004
285654,Ashish,Haldar,F,40000,d004
285659,Mabhin,Lorys,M,69663,d007
285661,Spyrose,Beilner,F,46747,d002
285663,Chriss,Giveon,M,74806,d002
285664,Satyanarayana,Nannarelli,F,40000,d005
285673,Arnould,Chaudhury,M,40000,d005
285675,Deborah,Orsini,F,79670,d007
285677,Tsutomu,Luke,M,40000,d005
285680,Younwoo,Lieberherr,F,46924,d006
285688,Xinan,Itzfeldt,M,40000,d003
285722,Shrikanth,Dratva,M,47399,d005
285728,Charlene,Papastamatiou,M,50811,d001
285741,Kitty,Raney,M,40000,d003
285743,Gretta,DasSarma,F,40000,d005
285747,Berry,Zuberek,F,57645,d004
285749,Terresa,Jeong,F,40000,d005
285758,Maha,Ritzmann,F,40000,d006
285765,Sivanarayana,Showalter,F,40000,d009
285766,Hsiangchu,Auyong,M,60818,d005
285781,Hein,Picaronny,M,68699,d001
285782,Jaideep,Bultermann,F,40000,d004
285786,Toshiko,Emden,M,70729,d004
285789,Uli,Welham,M,75992,d001
285800,Barry,Gargeya,M,40000,d005
285803,Almudena,Hertweck,F,92125,d007
285819,Arno,Petersohn,M,40287,d008
285829,Jeanne,Henders,M,95621,d007
285867,Barna,Pashtan,F,45006,d004
285874,Reuven,Clouatre,M,47111,d005
285928,Martien,Kornyak,M,52750,d008
285934,Zhilian,Antonakopoulos,M,78772,d007
285938,Serenella,Hiraishi,M,85809,d007
285961,Tristan,Aloisi,M,40000,d003
285968,Herbert,Koblitz,M,54525,d008
285986,Maia,Erez,M,76788,d002
285987,Rildo,Hanabata,M,40000,d006
286000,Tonny,Eugenio,F,77473,d007
286004,Sachem,Schiper,F,51290,d008
286016,Shigehito,Peha,M,102221,d007
286017,Udo,Benantar,M,69308,d002
286023,Takahito,Tasistro,F,40000,d004
286032,Abdulla,Hempstead,M,43757,d009
286049,KayLiang,Kading,M,40000,d006
286057,Bezalel,Stellhorn,M,40000,d005
286072,Christophe,Luit,F,88769,d007
286076,Mary,Callaway,M,63728,d002
286084,Adil,Swist,F,55712,d009
286085,Hyuncheol,Muniz,M,40000,d004
286090,Shaw,Sewelson,F,80092,d007
286097,Matk,Kusalik,M,40000,d002
286110,Khedija,Bazelow,F,45736,d005
286117,Horward,Suri,F,40000,d004
286120,Etsuo,Farris,F,40000,d004
286128,Eckart,Mitsuhashi,F,76193,d007
286144,Rutger,Birke,M,40000,d005
286157,Claude,Rosenbaum,M,55511,d004
286165,Ghassan,Maierhofer,F,40000,d008
286169,Fuqing,Chleq,M,57140,d005
286171,Zhensheng,Hettesheimer,F,70163,d001
286195,Karlis,Hofting,F,98427,d001
286206,King,Ulupinar,F,44224,d005
286210,Venkatesan,Marrevee,F,40000,d003
286218,Yoshimitsu,Decleir,M,64861,d004
286219,Gita,Rehfuss,M,79655,d007
286221,Shahaf,Figueira,F,60414,d007
286247,Vasilis,Sambasivam,M,54865,d003
286249,Jeong,Blokdijk,F,43533,d003
286260,Suvo,Plotkin,M,52663,d006
286262,Surveyors,Hiroyama,F,40000,d004
286288,Fayez,Huhdanpaa,M,40000,d009
286292,Make,Eterovic,M,58324,d004
286319,Baziley,Quaggetto,M,43514,d006
286334,Alenka,Sridhar,F,45161,d006
286347,Maya,Reistad,M,65670,d004
286362,Ramalingam,Chaudhury,F,64979,d005
286363,Brigham,Tsukuda,F,41850,d005
286374,Subbu,Buchter,F,56261,d005
286402,Giordano,Uehara,F,50093,d002
286412,Adas,Bresenham,M,40000,d005
286413,DAIDA,Manderick,M,40000,d004
286418,Tomokazu,Daescu,F,66261,d007
286423,Dietrich,Flanders,M,100936,d007
286429,Gina,Acton,F,47777,d003
286435,Zvonko,Cronan,M,46228,d009
286439,Weicheng,Pfau,F,43339,d004
286440,Aleksandar,Huttel,M,40000,d005
286447,Alper,Schaft,M,40000,d008
286449,Randi,Khalid,M,40000,d005
286450,Basem,Fadgyas,M,40000,d003
286467,Ult,Molberg,M,77162,d007
286473,Saniya,Azadmanesh,F,40000,d005
286477,Kazuhiro,Speel,F,47818,d005
286485,Heeju,Wiegley,M,40000,d008
286489,Fumiko,Arlazarov,F,40000,d005
286490,Gill,Ranai,F,71935,d005
286493,Uma,Ciolek,F,51989,d005
286502,Margo,Barbanera,F,53931,d001
286503,Sigeru,Kaelbling,F,40000,d002
286515,Debaprosad,Soicher,M,40000,d005
286526,Ulises,Dengi,F,51843,d009
286532,Paris,Codenie,M,59765,d001
286534,Yonghoan,Eastman,F,51086,d004
286550,Ghassan,Furudate,M,40000,d006
286555,Muneo,Sichman,M,40000,d002
286558,Waiman,Gubsky,F,44870,d008
286562,Reuven,Azevdeo,F,40773,d007
286583,Khue,Klassen,F,62593,d004
286589,Gill,Coombs,F,40000,d009
286590,Aral,Androutsos,F,42292,d005
286598,Yuuichi,Rissland,M,53439,d004
286607,Gianluca,Reeker,M,40000,d004
286608,Giri,Acton,M,40912,d004
286615,Lokesh,Eterovic,F,79393,d007
286632,Bingning,Ghemri,M,54542,d007
286634,Halsur,Underwood,F,62280,d002
286635,Ger,Serna,F,47910,d001
286636,Cordelia,Leivant,F,40000,d005
286638,Srinidhi,Malinowski,F,54854,d008
286646,Martien,Peres,F,51246,d005
286678,Tadanori,Oxenboll,M,42230,d004
286683,Katsuyuki,Decaestecker,F,60121,d003
286696,Sachio,DuCasse,M,52511,d008
286697,Ult,Melter,F,86833,d007
286702,Chiranjit,Gischer,F,46747,d002
286729,Kellyn,Besancenot,F,40000,d009
286733,Shem,Crouzet,M,74546,d003
286745,Baziley,Rajcani,M,44082,d009
286755,Limsoon,Kusalik,M,40000,d005
286760,Sadun,Escriba,M,40000,d005
286771,Make,Alblas,F,40000,d005
286777,Garnet,Demos,M,80481,d007
286781,Vesna,Roccetti,F,41533,d005
286790,Snehasis,Diderrich,M,60354,d005
286795,Tayeb,Luca,M,64514,d007
286811,Radhia,Porenta,M,46865,d001
286827,Yunming,Merey,M,78162,d007
286832,Dharmaraja,Sadowsky,M,40000,d008
286836,Yagil,Roisin,F,55942,d004
286841,Hidekazu,Zobel,M,82984,d007
286873,Dinah,Lubachevsky,M,40000,d004
286875,Freyja,Wielonsky,F,76591,d007
286878,Sakthirel,Otillio,F,92531,d007
286893,Parke,Yurek,M,47582,d007
286898,Susumu,Grabner,F,40000,d005
286902,Abdelghani,Cannata,M,40000,d006
286914,Nalini,Bierbaum,M,40000,d009
286921,Abdelghani,Turnbull,M,43422,d006
286922,Sreenivas,Luff,M,70705,d009
286939,Arvin,Litzler,F,67028,d004
286982,Aksel,Ranze,M,86065,d007
286991,Perla,Aloisi,F,46913,d008
286992,Dante,Skafidas,M,58989,d005
287013,Heng,Asmuth,F,51231,d007
287021,Dharmaraja,Schwaller,M,65886,d005
287022,Wilmer,Merks,M,45345,d009
287033,Pradeep,Pettey,M,71404,d009
287042,Constantino,Schwartzbauer,M,43450,d004
287064,Kish,Ratnaker,M,40000,d005
287076,Almudena,Harnett,M,76776,d007
287078,Fayez,Terlouw,F,61814,d004
287088,Premsyl,Iacovou,F,40000,d004
287093,Dietrich,Leslie,M,40741,d005
287097,Sigeru,Kisuki,M,40000,d003
287101,Florian,Krider,F,40000,d004
287107,Gao,Benzmuller,M,60643,d004
287113,Joydip,Maliniak,F,87719,d002
287123,Marko,Benaini,M,70981,d007
287131,Vasiliy,Ghazalie,F,64278,d001
287142,Cedric,McConalogue,F,50756,d004
287152,Raimond,Comte,F,40000,d003
287161,Gilbert,Parveen,M,64792,d007
287163,Vugranam,Verhaegen,M,40000,d005
287167,Qunsheng,Toyoshima,F,40000,d005
287181,Mariusz,Schade,M,63653,d007
287190,Lobel,Malabarba,M,52018,d004
287196,Djelloul,Zhiwei,M,40000,d003
287213,Geraldo,Mellouli,M,53184,d001
287218,Maris,Swen,F,40000,d003
287221,Saeed,Sinitsyn,M,47599,d005
287231,Yifei,Shiratori,F,58092,d001
287233,Heping,Murthy,M,51734,d009
287238,Yoshimitsu,Nooteboom,F,40000,d005
287245,Junsik,Angot,F,40000,d009
287247,Temple,Michaeli,F,40000,d005
287249,Richara,Gopalakrishnan,M,55108,d007
287250,Wayne,Aumann,M,49362,d004
287267,Lunjin,Cummings,M,50463,d005
287284,Luisa,Camarinopoulos,F,50688,d004
287293,Gao,Rosch,M,70911,d007
287294,Aria,Vecchi,M,40000,d003
287302,Shawna,Tchuente,F,40410,d003
287318,Nikolaos,Kossowski,F,50752,d005
287328,Ennio,Keustermans,M,51214,d006
287347,Noritoshi,Melton,M,65319,d007
287356,Uinam,Delgrossi,M,44198,d006
287358,Shridhar,Stanfel,F,40000,d004
287373,Mabry,Beznosov,F,57103,d005
287388,Zongyan,Mahnke,M,49941,d003
287397,Martien,Pokrovskii,M,84205,d002
287406,Arra,Slutz,F,74376,d007
287423,DAIDA,Pashtan,M,40000,d006
287437,Kristinn,Salinas,F,40000,d004
287439,Teunis,Radhakrishnan,F,53955,d008
287446,Abdelaziz,Krichel,M,40000,d005
287462,Piyawadee,Gomatam,F,40000,d006
287501,Danai,Thebaut,M,41386,d002
287505,Neelam,Orlowska,M,40000,d005
287507,Muneo,Plump,F,58533,d005
287512,Guadalupe,Bashian,F,40000,d005
287514,Nagui,Kamber,F,40000,d009
287518,Chinhyun,McConalogue,M,51177,d007
287519,Shunichi,Marciano,M,56802,d001
287552,Idoia,Hockney,F,72790,d007
287556,Sachar,Furedi,M,59130,d001
287585,Kwangyoen,Heinisuo,F,67297,d004
287598,Bader,Jiang,M,73204,d007
287604,Mong,Spieker,F,40000,d003
287605,Masanao,Hebden,F,40000,d004
287608,Eberhardt,Picco,F,40000,d006
287613,Navid,Magalhaes,M,71012,d007
287624,Francesca,Ambroszkiewicz,F,88765,d007
287635,Jagoda,Kamber,M,44181,d005
287640,Aria,Panienski,M,76454,d002
287641,Yuriy,Riexinger,M,47003,d005
287646,Otilia,Etalle,F,40000,d004
287665,Shalesh,Snyers,M,49591,d009
287666,Jaber,Aloia,M,57938,d009
287675,Mark,Baak,F,47852,d004
287679,Krister,Hebert,M,61044,d004
287680,Youssef,Rande,F,56038,d007
287687,Francoise,Genin,F,40000,d004
287696,Jouko,Eiter,M,40000,d009
287711,Amabile,Jansch,F,40000,d001
287716,Babette,Molberg,M,75566,d008
287717,Inderjeet,Mullainathan,M,52980,d005
287721,Nirmal,Emden,F,87784,d002
287723,Subhada,Fontet,M,58753,d002
287761,Patricia,Pargaonkar,M,68410,d007
287769,Tianruo,Dratva,F,40000,d005
287776,Yuping,Tyugu,F,41840,d005
287778,Krisda,Suomi,M,57049,d007
287803,Felicidad,Waymire,M,52556,d005
287812,Anwar,Brizzi,M,40000,d004
287815,Huiqun,Rodham,M,54494,d005
287824,Yechezkel,Zaccaria,M,40000,d004
287830,Wuxu,Sullins,M,40000,d004
287837,Nobuyoshi,Businaro,M,71756,d005
287838,Sailaja,Lanteri,F,62684,d001
287839,Teunis,Tyugu,M,40000,d008
287845,Vojin,Farrar,M,94596,d001
287848,Chaosheng,Stroustrup,M,40000,d004
287876,Yinlin,Hardjono,M,78974,d007
287877,Duro,Trumbly,F,40000,d005
287878,Masoud,Gihr,F,40000,d005
287886,Boaz,Khalid,M,43512,d008
287900,Steve,Busillo,F,40000,d009
287901,Selwyn,Huxford,M,66862,d004
287908,Masaki,Zirintsis,F,46995,d005
287917,Barry,Rindone,F,52628,d006
287947,Wanqing,Anily,M,54872,d007
287956,Alenka,Schwaller,F,53392,d002
287966,Danel,Hainaut,M,51770,d004
287976,Aria,Huttel,M,40000,d006
287982,Stepehn,Akaboshi,M,41759,d005
287985,Uzi,Horswill,M,40000,d002
287986,Conrado,Fortenbacher,F,40000,d004
287988,Mohua,Pintelas,F,40000,d003
287996,Geraldo,Siprelle,F,40000,d005
288000,Oscal,Denti,M,40000,d008
288004,Saeed,Templeman,M,40000,d005
288011,Naftali,Veccia,F,62960,d005
288014,Nitsan,Ranft,M,52238,d005
288027,Michaela,Gide,F,40000,d006
288032,Gaurav,Fontet,M,46141,d004
288050,Teiji,Peek,F,46336,d005
288051,Murthy,Thibadeau,M,40000,d007
288057,Alejandro,Ozeri,M,40000,d005
288074,Hugo,Rosis,F,42268,d005
288075,Nectarios,Aloia,F,61308,d005
288099,Xiaoqiu,Huttel,F,89866,d001
288115,Xinyu,Bahl,M,40000,d004
288136,Chiranjit,Thisen,M,45649,d004
288138,Iara,Tetzlaff,M,102327,d007
288144,Youngkon,Pehl,M,40000,d005
288156,Barry,Borstler,M,40000,d003
288161,Kellyn,Luck,M,76728,d007
288168,Akeno,Juneja,M,40000,d008
288172,Perla,Hasham,M,40000,d006
288195,Shooichi,Morrey,F,40000,d004
288202,Heekeun,Yavatkar,F,53954,d008
288206,Jouni,Tiemann,F,54285,d007
288209,Elvia,Baez,F,78209,d007
288220,Kish,Kermarrec,F,48422,d005
288223,Francesca,Nollmann,F,64539,d006
288234,Zhiwei,Weiland,F,55436,d003
288246,Candida,Klassen,F,45627,d004
288265,Angus,Budinsky,F,66719,d005
288274,Selwyn,Alblas,F,40000,d005
288301,Youjian,Marchesini,F,40000,d002
288304,Shan,Majewski,F,88808,d007
288312,Filipe,Baba,F,75249,d005
288318,Tiina,Naudin,M,40419,d004
288319,Srinidhi,Kaminger,M,72931,d009
288322,Shahab,Bardell,M,40000,d005
288332,Sibyl,Douceur,F,57826,d007
288336,Shahaf,Broder,M,43415,d004
288339,Godehard,Takanami,M,49838,d008
288341,Aris,Koshiba,F,48329,d005
288345,Tuval,Lamparter,M,40000,d005
288354,Owen,Georgatos,F,40000,d008
288381,George,Schusler,M,56236,d004
288384,Magy,Maksimenko,M,41100,d005
288386,Insup,Hettesheimer,F,40000,d004
288393,Bernd,Lakshmanan,F,59067,d007
288403,Martina,Ossenbruggen,M,40000,d004
288430,Rafael,Shrader,M,51277,d008
288456,Mariusz,Munck,F,40000,d005
288485,Nigel,Rosenbaum,F,40000,d005
288491,Sverrir,Moffat,F,63606,d004
288511,Bezalel,Decleir,M,48062,d005
288514,Dines,Potthoff,M,40467,d005
288540,Uli,Camarinopoulos,M,40000,d005
288552,Xianlong,Swist,F,58125,d001
288557,Ingmar,Vidya,M,63522,d002
288574,Fayez,Paludetto,F,75549,d007
288575,Lunjin,Lindenbaum,M,40000,d004
288577,Shin,Granlund,M,60144,d005
288578,Boguslaw,Birrer,M,54156,d009
288581,Chirstian,Granlund,F,40000,d008
288585,Pragnesh,Veccia,F,60694,d001
288588,Aiichiro,Toyoshima,F,57588,d008
288590,Hailing,Reeken,F,86371,d007
288598,Gregory,Range,M,44978,d008
288610,Ortrud,Zuberek,F,50399,d004
288615,Florian,Merks,M,40000,d005
288617,Tsutomu,Beeson,M,50190,d005
288634,Chenyi,Kobara,F,48415,d005
288637,Lene,Openshaw,M,52242,d004
288639,Shooichi,Rehfuss,M,40000,d007
288641,Xiahua,Thisen,M,40000,d004
288658,Giordano,Halloran,F,91922,d007
288681,Thodoros,Showalter,M,40000,d004
288698,Abdelwaheb,Penz,M,40000,d006
288705,Carrsten,Farrag,M,55622,d004
288713,Guttorm,Marciano,M,40000,d004
288716,Ulises,Xiaoshan,M,56082,d008
288720,Lein,Leuchs,F,43654,d004
288721,Ohad,Panwar,F,73514,d004
288730,Junsik,Akiyama,M,46794,d003
288732,Tesuro,Landherr,F,47812,d009
288746,Leif,Morrin,F,44538,d005
288753,Guther,Bondorf,M,70921,d004
288755,Badri,Buescher,F,40000,d009
288768,Khosrow,Lindenbaum,M,40000,d006
288776,Akeno,Baca,F,69983,d007
288784,Inderjeet,Matzen,M,40000,d006
288789,Alejandra,Lanphier,M,53608,d002
288790,Cristinel,Puppo,F,80849,d001
288801,Otmar,Birge,M,91680,d007
288807,Houman,Yamaashi,M,63763,d001
288813,Licheng,Noriega,M,65320,d007
288847,Guenter,Kalafatis,M,57450,d007
288863,Huai,Sundgren,F,65378,d007
288877,Niclas,Demizu,M,46802,d004
288880,Chuanyi,Gammage,M,46969,d005
288896,Uinam,Uludag,F,44197,d006
288897,Venkatesan,Valtorta,M,56936,d004
288899,Shawna,Quadeer,M,76461,d001
288905,Kazuhito,Biran,M,50971,d005
288925,Kiam,Giveon,M,66941,d008
288942,Xiadong,Ramalingam,M,41094,d008
288949,Munehiro,Munoz,M,46571,d005
288967,Mantis,Erbe,M,80743,d007
288973,Xinyu,Kaiser,M,81828,d007
288978,Mitsuyuki,Kuzuoka,F,80997,d004
288992,Gregory,Granlund,F,43632,d001
289013,Quingbo,Panangaden,F,56399,d004
289025,Feixiong,Fordan,M,50874,d009
289032,Danny,Asrin,M,70834,d007
289034,Arra,Cappelletti,F,40000,d008
289054,Youjian,Hutton,F,40000,d008
289079,Xiaobin,Montemayor,M,40000,d005
289092,Mantis,Strandh,F,40000,d006
289097,Willard,Pews,M,40000,d004
289100,Selwyn,Marquardt,M,40846,d006
289103,Francesca,Openshaw,F,53723,d005
289107,Holgard,Luef,F,74950,d007
289110,Hideo,Sudbeck,M,40000,d009
289111,Jinxi,Suri,M,52899,d008
289114,Vidar,Gunderson,M,52427,d004
289124,Miquel,Schwartzbauer,M,42642,d009
289134,Uinam,Engberts,M,42471,d004
289150,Zengping,Sommen,M,52003,d004
289153,Shigeichiro,Molenaar,F,40000,d008
289154,Menkae,Fendler,M,48385,d004
289159,Yunming,Cyre,F,40588,d003
289170,Taizo,Aloia,F,52890,d005
289172,Valeska,Angiulli,F,74986,d005
289173,Doowon,Valtorta,M,40000,d003
289182,Gio,Nicolson,M,40000,d003
289189,Xiaocheng,Gide,M,40000,d008
289220,Mang,Ranon,M,40000,d004
289232,Miyeon,Simmen,M,63640,d002
289278,Nechama,Luit,F,41925,d005
289279,Ziva,Pelz,M,40000,d008
289281,Basant,Mondadori,M,49268,d005
289285,Mohua,Miake,F,40000,d005
289286,Qunsheng,Heuser,M,58168,d002
289295,Shuzo,Barriga,M,40000,d009
289302,Mani,Lampe,M,60515,d007
289328,Arch,Hertweck,M,40000,d004
289332,Youjian,Esteva,F,63300,d005
289348,Indrajit,Jervis,M,45670,d008
289350,Xudong,Kabayashi,F,60111,d008
289351,Pragnesh,Plump,M,40000,d006
289353,Nikolaos,Winter,F,79157,d007
289356,Yuqun,Kobuchi,F,86567,d007
289357,Anoosh,Marletta,F,57385,d008
289366,Owen,Binding,F,42568,d004
289368,Yaghout,Zuberek,M,64304,d005
289388,Mrinalini,Pusterhofer,F,40000,d005
289393,Koichi,Schonegge,F,42508,d005
289419,Kenroku,Ozeri,F,80321,d007
289433,Demos,Maquelin,M,60477,d007
289436,Hidekazu,Anguita,M,46375,d004
289456,Kazuhisa,Neiman,M,53456,d004
289461,Sergi,Anandan,M,40000,d005
289462,Takahira,Hegner,M,49974,d004
289463,IEEE,Herbst,F,60528,d008
289477,Dung,Docker,M,40000,d004
289489,Maria,Morton,M,43582,d004
289509,Deborah,Tanemo,M,40000,d008
289531,Vojin,Kitsuregawa,M,40000,d008
289543,Shmuel,Kirkerud,M,43332,d005
289546,Kensei,Hasham,M,40000,d005
289554,Teruyuki,Piazza,M,40000,d009
289562,Chuanyi,Warwick,M,48830,d005
